date,client,platform,campaign,impressions,clicks,cost,conversions,ctr,cpc,cpa,month,extracted_client,campaign_category,date_clean
2025-10-03,ClientK,Google Ads,ClientK-Search-Nonbrand,1740.0,33,57.24,0,1.9,1.73,0.0,10,ClientK,Search,2025-10-03
2025-03-07,ClientK,Facebook Ads,ClientK-FB-Remarketing,5457.0,238,633.71,9,4.36,2.66,70.41,3,ClientK,Other,2025-03-07
2025-03-16,ClientC,Facebook Ads,ClientC-FB-Prospecting,10331.0,825,1031.11,15,7.99,1.25,68.74,3,ClientC,Other,2025-03-16
2025-11-05,ClientJ,Google Ads,ClientJ-Search-Nonbrand,69307.0,797,1909.68,39,1.84,1.5,30.6,11,ClientJ,Search,2025-11-05
2025-05-19,ClientG,Facebook Ads,ClientG-IG-Stories,29020.0,779,3370.07,22,2.68,4.33,153.18,5,ClientG,Other,2025-05-19
2025-07-22,ClientG,Google Ads,ClientG-Search-Brand,19248.0,612,1852.75,9,3.18,3.03,205.86,7,ClientG,Search,2025-07-22
2025-05-08,ClientA,Google Ads,ClientA-Search-Brand,7195.0,177,754.59,5,2.46,4.26,150.92,5,ClientA,Search,2025-05-08
2025-07-01,ClientB,Google Ads,ClientB-YouTube-Awareness,20810.0,1316,1292.06,17,6.32,0.98,76.0,7,ClientB,Other,2025-07-01
2025-08-18,ClientL,Facebook Ads,ClientL-FB-Video,44620.0,3481,10846.74,105,7.8,3.12,103.3,8,ClientL,Other,2025-08-18
2025-08-17,ClientK,Google Ads,ClientK-Search-Nonbrand,24504.0,1173,4110.71,3,4.79,3.5,1370.24,8,ClientK,Search,2025-08-17
2025-09-15,ClientK,Google Ads,ClientK-Shopping-Products,25548.0,1123,3801.03,0,4.4,3.38,0.0,9,ClientK,Other,2025-09-15
2025-08-28,ClientL,Google Ads,ClientL-Search-Brand,21060.0,834,2716.51,31,3.96,3.26,87.63,8,ClientL,Search,2025-08-28
2024-11-30,ClientJ,Facebook Ads,ClientJ-FB-Remarketing,1854.0,91,86.93,2,7.85,0.6,27.16,11,ClientJ,Other,2024-11-30
2024-12-25,ClientC,Facebook Ads,ClientC-FB-Remarketing,49046.0,2261,13682.74,70,7.38,3.78,122.17,12,ClientC,Other,2024-12-25
2025-10-19,ClientK,Facebook Ads,ClientK-FB-Remarketing,24557.0,1874,3349.93,73,7.63,1.79,45.89,10,ClientK,Other,2025-10-19
2025-04-25,ClientA,Google Ads,ClientA-YouTube-Awareness,45780.0,1488,5135.94,0,3.25,3.45,0.0,4,ClientA,Other,2025-04-25
2024-12-25,ClientC,Google Ads,ClientC-Shopping-Products,41157.0,409,471.74,4,1.59,0.72,73.71,12,ClientC,Other,2024-12-25
2025-10-03,ClientF,Facebook Ads,ClientF-IG-Stories,38838.0,777,1931.22,28,2.0,2.49,68.97,10,ClientF,Other,2025-10-03
2025-01-31,ClientI,Google Ads,ClientI-YouTube-Awareness,33752.0,2501,4955.49,101,7.41,1.98,49.06,1,ClientI,Other,2025-01-31
2025-11-18,ClientI,Google Ads,ClientI-Search-Nonbrand,14008.0,460,2240.26,4,5.25,3.04,350.04,11,ClientI,Search,2025-11-18
2024-12-18,ClientA,Google Ads,ClientA-Display-Prospecting,10299.0,378,2403.17,1,5.87,3.97,1501.98,12,ClientA,Display,2024-12-18
2025-08-06,ClientJ,Google Ads,ClientJ-YouTube-Awareness,16008.0,216,165.05,5,1.35,0.76,33.01,8,ClientJ,Other,2025-08-06
2025-07-20,ClientH,Google Ads,ClientH-YouTube-Awareness,47410.0,3273,11031.2,78,6.9,3.37,141.43,7,ClientH,Other,2025-07-20
2025-07-12,ClientB,Facebook Ads,ClientB-IG-Stories,31689.0,2349,10974.42,94,7.41,4.67,116.75,7,ClientB,Other,2025-07-12
2024-12-10,ClientC,Google Ads,ClientC-Display-Prospecting,65771.0,2571,8565.38,65,6.25,2.08,82.36,12,ClientC,Display,2024-12-10
2025-10-06,ClientE,Google Ads,ClientE-YouTube-Awareness,37356.0,2428,8961.53,85,6.5,3.69,105.43,10,ClientE,Other,2025-10-06
2025-01-15,ClientF,Facebook Ads,ClientF-FB-Video,23766.0,872,2796.35,14,3.67,3.21,199.74,1,ClientF,Other,2025-01-15
2025-03-25,ClientE,Google Ads,ClientE-YouTube-Awareness,7130.0,224,312.96,4,3.14,1.4,78.24,3,ClientE,Other,2025-03-25
2025-01-20,ClientE,Facebook Ads,ClientE-Messenger,38117.0,2560,2583.23,71,6.72,1.01,36.38,1,ClientE,Other,2025-01-20
2025-04-14,ClientF,Facebook Ads,ClientF-FB-Remarketing,44598.0,2716,4663.4,63,6.09,1.72,74.02,4,ClientF,Other,2025-04-14
2025-01-19,ClientL,Google Ads,ClientL-YouTube-Awareness,19160.0,328,1004.9,11,1.71,3.06,91.35,1,ClientL,Other,2025-01-19
2025-01-10,ClientI,Google Ads,ClientI-Shopping-Products,31959.0,1825,8523.78,30,5.71,4.67,284.13,1,ClientI,Other,2025-01-10
2025-09-26,ClientD,Facebook Ads,ClientD-FB-Prospecting,45842.0,2573,8004.08,100,5.61,3.11,80.04,9,ClientD,Other,2025-09-26
2025-01-19,ClientF,Facebook Ads,ClientF-FB-Prospecting,19667.0,1540,2538.45,32,7.83,1.65,79.33,1,ClientF,Other,2025-01-19
2025-02-09,ClientL,Facebook Ads,ClientL-FB-Prospecting,29197.0,1559,7120.46,29,5.34,4.57,245.53,2,ClientL,Other,2025-02-09
2025-01-12,ClientB,Facebook Ads,ClientB-FB-Remarketing,3300.0,216,565.12,2,6.55,2.62,282.56,1,ClientB,Other,2025-01-12
2024-12-10,ClientI,Google Ads,ClientI-Search-Nonbrand,4264.0,188,333.34,8,7.05,1.11,26.04,12,ClientI,Search,2024-12-10
2025-05-11,ClientI,Google Ads,ClientI-Display-Prospecting,12212.0,361,1129.38,2,2.96,3.13,564.69,5,ClientI,Display,2025-05-11
2025-03-09,ClientF,Facebook Ads,ClientF-Messenger,34072.0,2627,5521.79,127,7.71,2.1,43.48,3,ClientF,Other,2025-03-09
2025-09-03,ClientF,Facebook Ads,ClientF-FB-Remarketing,5050.0,127,535.16,1,2.51,4.21,535.16,9,ClientF,Other,2025-09-03
2025-08-12,ClientK,Google Ads,ClientK-Search-Brand,49018.0,1660,4412.3,69,3.39,2.66,63.95,8,ClientK,Search,2025-08-12
2025-10-30,ClientL,Facebook Ads,ClientL-Messenger,24126.0,1293,5048.1,50,5.36,3.9,100.96,10,ClientL,Other,2025-10-30
2025-11-18,ClientK,Google Ads,ClientK-Display-Prospecting,41461.0,1945,12039.06,34,7.51,3.87,221.31,11,ClientK,Display,2025-11-18
2025-04-14,ClientA,Facebook Ads,ClientA-FB-Prospecting,46978.0,590,963.13,4,1.26,1.63,240.78,4,ClientA,Other,2025-04-14
2025-05-09,ClientG,Google Ads,ClientG-Search-Brand,4799.0,102,61.83,1,2.13,0.61,61.83,5,ClientG,Search,2025-05-09
2025-03-18,ClientB,Google Ads,ClientB-Search-Brand,48665.0,2393,2201.9,21,4.92,0.92,104.85,3,ClientB,Search,2025-03-18
2025-03-09,ClientA,Facebook Ads,ClientA-Messenger,35550.0,2137,6864.4,40,6.01,3.21,171.61,3,ClientA,Other,2025-03-09
2024-12-14,ClientL,Google Ads,ClientL-Search-Nonbrand,43238.0,1020,1047.71,17,3.77,0.64,38.52,12,ClientL,Search,2024-12-14
2025-08-22,ClientL,Facebook Ads,ClientL-IG-Stories,34527.0,2049,1205.53,39,5.93,0.59,30.91,8,ClientL,Other,2025-08-22
2025-05-28,ClientH,Facebook Ads,ClientH-FB-Video,32095.0,784,3506.1,20,2.44,4.47,175.3,5,ClientH,Other,2025-05-28
2024-12-21,ClientL,Facebook Ads,ClientL-FB-Video,42752.0,428,2826.58,8,1.6,4.13,220.83,12,ClientL,Other,2024-12-21
2024-12-26,ClientJ,Facebook Ads,ClientJ-Messenger,69058.0,1846,8261.01,87,4.28,2.8,59.35,12,ClientJ,Other,2024-12-26
2025-05-17,ClientH,Google Ads,ClientH-Search-Nonbrand,45922.0,773,2585.22,10,1.68,3.34,258.52,5,ClientH,Search,2025-05-17
2025-07-13,ClientC,Facebook Ads,ClientC-FB-Prospecting,5740.0,327,1333.43,0,5.7,4.08,0.0,7,ClientC,Other,2025-07-13
2025-06-03,ClientJ,Google Ads,ClientJ-Search-Nonbrand,10985.0,330,1344.15,13,3.0,4.07,103.4,6,ClientJ,Search,2025-06-03
2025-11-08,ClientF,Facebook Ads,ClientF-FB-Remarketing,38582.0,595,3291.02,1,2.47,3.46,2056.89,11,ClientF,Other,2025-11-08
2025-07-15,ClientI,Google Ads,ClientI-Shopping-Products,36007.0,607,2443.4,24,1.69,4.03,101.81,7,ClientI,Other,2025-07-15
2025-10-14,ClientG,Facebook Ads,ClientG-FB-Prospecting,18097.0,567,656.11,20,3.13,1.16,32.81,10,ClientG,Other,2025-10-14
2025-11-02,ClientI,Facebook Ads,ClientI-FB-Video,57638.0,2420,3789.26,121,6.72,0.98,19.57,11,ClientI,Other,2025-11-02
2025-03-26,ClientD,Google Ads,ClientD-Display-Prospecting,13267.0,286,887.85,6,2.16,3.1,147.98,3,ClientD,Display,2025-03-26
2025-05-02,ClientD,Google Ads,ClientD-YouTube-Awareness,15055.0,239,604.21,2,1.59,2.53,302.1,5,ClientD,Other,2025-05-02
2025-08-26,ClientK,Google Ads,ClientK-Search-Brand,32668.0,1153,4959.89,56,3.53,4.3,88.57,8,ClientK,Search,2025-08-26
2025-05-21,ClientD,Facebook Ads,ClientD-FB-Prospecting,31585.0,2413,4219.67,81,7.64,1.75,52.09,5,ClientD,Other,2025-05-21
2025-03-11,ClientI,Facebook Ads,ClientI-Messenger,19844.0,340,1159.82,8,1.71,3.41,144.98,3,ClientI,Other,2025-03-11
2025-02-27,ClientI,Facebook Ads,ClientI-FB-Video,17810.0,1362,3346.52,48,7.65,2.46,69.72,2,ClientI,Other,2025-02-27
2025-06-01,ClientE,Facebook Ads,ClientE-Messenger,38649.0,511,2303.82,0,1.32,4.51,0.0,6,ClientE,Other,2025-06-01
2025-09-06,ClientK,Facebook Ads,ClientK-FB-Video,28709.0,1823,2870.43,89,6.35,1.57,32.25,9,ClientK,Other,2025-09-06
2025-05-27,ClientE,Google Ads,ClientE-YouTube-Awareness,49447.0,2111,5666.17,23,4.27,2.68,246.36,5,ClientE,Other,2025-05-27
2025-05-16,ClientC,Facebook Ads,ClientC-Messenger,863.0,56,243.7,0,6.49,4.35,0.0,5,ClientC,Other,2025-05-16
2025-06-02,ClientH,Google Ads,ClientH-Shopping-Products,35062.0,1365,6234.98,2,3.89,4.57,3117.49,6,ClientH,Other,2025-06-02
2025-05-21,ClientL,Google Ads,ClientL-Search-Brand,12492.0,585,748.0,25,4.68,1.28,29.92,5,ClientL,Search,2025-05-21
2025-07-07,ClientC,Google Ads,ClientC-Search-Brand,7089.0,487,1872.04,10,6.87,3.84,187.2,7,ClientC,Search,2025-07-07
2025-07-18,ClientA,Google Ads,ClientA-Shopping-Products,1987.0,65,217.59,0,3.27,3.35,0.0,7,ClientA,Other,2025-07-18
2025-05-08,ClientF,Facebook Ads,ClientF-Messenger,20234.0,211,630.64,2,1.04,2.99,315.32,5,ClientF,Other,2025-05-08
2025-04-10,ClientE,Facebook Ads,ClientE-FB-Video,8850.0,707,355.45,15,7.99,0.5,23.7,4,ClientE,Other,2025-04-10
2025-07-09,ClientK,Facebook Ads,ClientK-FB-Remarketing,46000.0,3392,9633.71,99,7.37,2.84,97.31,7,ClientK,Other,2025-07-09
2025-04-29,ClientB,Google Ads,ClientB-Search-Nonbrand,49386.0,3409,4141.59,68,6.9,1.21,60.91,4,ClientB,Search,2025-04-29
2024-12-30,ClientJ,Facebook Ads,ClientJ-Messenger,53958.0,1543,10348.45,49,4.58,4.19,132.0,12,ClientJ,Other,2024-12-30
2025-01-21,ClientH,Facebook Ads,ClientH-FB-Prospecting,24055.0,799,2597.34,19,3.32,3.25,136.7,1,ClientH,Other,2025-01-21
2024-12-04,ClientG,Google Ads,ClientG-Shopping-Products,9115.0,426,3301.52,15,7.48,4.84,137.56,12,ClientG,Other,2024-12-04
2025-07-29,ClientG,Google Ads,ClientG-Search-Brand,20432.0,549,1006.33,7,2.69,1.83,143.76,7,ClientG,Search,2025-07-29
2025-10-06,ClientG,Facebook Ads,ClientG-IG-Stories,29298.0,1762,3766.58,49,6.01,2.14,76.87,10,ClientG,Other,2025-10-06
2025-04-02,ClientJ,Facebook Ads,ClientJ-FB-Video,45098.0,514,784.35,9,1.14,1.53,87.15,4,ClientJ,Other,2025-04-02
2024-12-09,ClientK,Facebook Ads,ClientK-Messenger,48168.0,1584,4566.3,40,5.26,1.8,71.35,12,ClientK,Other,2024-12-09
2024-12-13,ClientB,Google Ads,ClientB-Search-Nonbrand,68850.0,2406,11317.18,33,5.59,2.94,214.34,12,ClientB,Search,2024-12-13
2025-06-23,ClientL,Facebook Ads,ClientL-FB-Video,15379.0,524,2513.37,1,3.41,4.8,2513.37,6,ClientL,Other,2025-06-23
2025-01-09,ClientD,Facebook Ads,ClientD-FB-Video,48031.0,2550,12099.99,110,5.31,4.75,110.0,1,ClientD,Other,2025-01-09
2025-04-11,ClientJ,Google Ads,ClientJ-Display-Prospecting,18079.0,233,844.8,2,1.29,3.63,422.4,4,ClientJ,Display,2025-04-11
2025-07-13,ClientJ,Google Ads,ClientJ-Shopping-Products,31754.0,335,1128.02,3,1.05,3.37,376.01,7,ClientJ,Other,2025-07-13
2025-03-18,ClientG,Facebook Ads,ClientG-FB-Video,22774.0,1556,7343.44,75,6.83,4.72,97.91,3,ClientG,Other,2025-03-18
2025-09-30,ClientJ,Google Ads,ClientJ-Shopping-Products,48999.0,741,2482.44,1,1.51,3.35,2482.44,9,ClientJ,Other,2025-09-30
2025-05-06,ClientG,Facebook Ads,ClientG-IG-Stories,29293.0,2222,2333.0,66,7.59,1.05,35.35,5,ClientG,Other,2025-05-06
2025-10-24,ClientE,Facebook Ads,ClientE-Messenger,49229.0,2038,6768.65,48,4.14,3.32,141.01,10,ClientE,Other,2025-10-24
2025-08-18,ClientJ,Google Ads,ClientJ-Search-Nonbrand,31822.0,742,2746.79,29,2.33,3.7,94.72,8,ClientJ,Search,2025-08-18
2025-07-10,ClientJ,Facebook Ads,ClientJ-IG-Stories,2501.0,104,256.74,3,4.16,2.47,85.58,7,ClientJ,Other,2025-07-10
2025-07-02,ClientF,Google Ads,ClientF-Display-Prospecting,6336.0,332,1303.08,10,5.24,3.92,130.31,7,ClientF,Display,2025-07-02
2025-01-11,ClientI,Google Ads,ClientI-Search-Nonbrand,46712.0,3345,3612.95,117,7.16,1.08,30.88,1,ClientI,Search,2025-01-11
2025-06-29,ClientG,Google Ads,ClientG-Display-Prospecting,11829.0,223,229.67,5,1.89,1.03,45.93,6,ClientG,Display,2025-06-29
2025-01-25,ClientL,Facebook Ads,ClientL-FB-Prospecting,13731.0,387,277.93,1,2.82,0.72,277.93,1,ClientL,Other,2025-01-25
2025-04-08,ClientL,Google Ads,ClientL-Search-Brand,25944.0,1904,1110.97,56,7.34,0.58,19.84,4,ClientL,Search,2025-04-08
2025-03-11,ClientK,Facebook Ads,ClientK-FB-Prospecting,33565.0,1036,4135.82,20,3.09,3.99,206.79,3,ClientK,Other,2025-03-11
2025-06-10,ClientE,Facebook Ads,ClientE-IG-Stories,6622.0,298,426.99,12,4.5,1.43,35.58,6,ClientE,Other,2025-06-10
2025-05-03,ClientD,Google Ads,ClientD-Shopping-Products,19497.0,585,603.21,13,3.0,1.03,46.4,5,ClientD,Other,2025-05-03
2025-03-05,ClientL,Facebook Ads,ClientL-FB-Prospecting,16689.0,221,505.37,11,1.32,2.29,45.94,3,ClientL,Other,2025-03-05
2025-07-11,ClientF,Facebook Ads,ClientF-FB-Prospecting,47133.0,2181,3619.09,28,4.63,1.66,129.25,7,ClientF,Other,2025-07-11
2025-06-20,ClientA,Google Ads,ClientA-Search-Brand,39253.0,1760,7391.57,78,4.48,4.2,94.76,6,ClientA,Search,2025-06-20
2025-02-14,ClientI,Facebook Ads,ClientI-FB-Remarketing,2501.0,102,325.51,3,4.08,3.19,108.5,2,ClientI,Other,2025-02-14
2025-03-31,ClientG,Google Ads,ClientG-YouTube-Awareness,12426.0,260,193.57,5,2.09,0.74,38.71,3,ClientG,Other,2025-03-31
2025-07-03,ClientJ,Facebook Ads,ClientJ-FB-Remarketing,41154.0,1621,3402.63,24,3.94,2.1,141.78,7,ClientJ,Other,2025-07-03
2024-12-01,ClientL,Google Ads,ClientL-YouTube-Awareness,15202.0,479,1650.46,7,5.04,2.15,147.36,12,ClientL,Other,2024-12-01
2025-02-25,ClientH,Google Ads,ClientH-YouTube-Awareness,33191.0,1095,4993.04,1,3.3,4.56,4993.04,2,ClientH,Other,2025-02-25
2025-03-11,ClientA,Facebook Ads,ClientA-FB-Video,41680.0,1351,3214.01,64,3.24,2.38,50.22,3,ClientA,Other,2025-03-11
2025-03-26,ClientK,Facebook Ads,ClientK-FB-Video,9319.0,421,390.87,0,4.52,0.93,0.0,3,ClientK,Other,2025-03-26
2025-04-09,ClientG,Google Ads,ClientG-Search-Brand,600.0,41,196.13,1,6.83,4.78,196.13,4,ClientG,Search,2025-04-09
2025-10-05,ClientJ,Facebook Ads,ClientJ-IG-Stories,30381.0,393,1928.0,8,1.29,4.91,241.0,10,ClientJ,Other,2025-10-05
2025-03-03,ClientF,Facebook Ads,ClientF-Messenger,46452.0,3116,9643.17,95,6.71,3.09,101.51,3,ClientF,Other,2025-03-03
2025-10-24,ClientG,Google Ads,ClientG-Search-Nonbrand,2503.0,183,118.45,7,7.31,0.65,16.92,10,ClientG,Search,2025-10-24
2025-04-19,ClientE,Facebook Ads,ClientE-FB-Video,49474.0,3645,4643.59,68,7.37,1.27,68.29,4,ClientE,Other,2025-04-19
2025-09-11,ClientI,Facebook Ads,ClientI-FB-Remarketing,22049.0,1692,2436.01,56,7.67,1.44,43.5,9,ClientI,Other,2025-09-11
2024-12-25,ClientI,Facebook Ads,ClientI-Messenger,41115.0,1264,8260.88,13,4.92,4.08,397.16,12,ClientI,Other,2024-12-25
2025-09-01,ClientL,Facebook Ads,ClientL-FB-Remarketing,44313.0,2501,6880.4,53,5.64,2.75,129.82,9,ClientL,Other,2025-09-01
2025-07-18,ClientA,Facebook Ads,ClientA-Messenger,4506.0,264,234.75,12,5.86,0.89,19.56,7,ClientA,Other,2025-07-18
2024-12-14,ClientB,Facebook Ads,ClientB-Messenger,48934.0,1124,2314.61,3,3.68,1.29,482.21,12,ClientB,Other,2024-12-14
2025-01-25,ClientK,Google Ads,ClientK-YouTube-Awareness,17268.0,996,3826.17,14,5.77,3.84,273.3,1,ClientK,Other,2025-01-25
2025-02-25,ClientE,Facebook Ads,ClientE-FB-Video,24354.0,959,1400.04,5,3.94,1.46,280.01,2,ClientE,Other,2025-02-25
2025-06-14,ClientA,Facebook Ads,ClientA-IG-Stories,15009.0,1088,1214.78,29,7.25,1.12,41.89,6,ClientA,Other,2025-06-14
2025-11-24,ClientI,Facebook Ads,ClientI-IG-Stories,52235.0,1673,4748.56,40,5.12,1.77,74.2,11,ClientI,Other,2025-11-24
2024-12-23,ClientI,Google Ads,ClientI-Search-Nonbrand,27994.0,632,3547.95,13,3.61,3.51,170.57,12,ClientI,Search,2024-12-23
2024-12-22,ClientC,Google Ads,ClientC-YouTube-Awareness,12622.0,591,3696.58,19,7.49,3.91,121.6,12,ClientC,Other,2024-12-22
2025-09-24,ClientF,Facebook Ads,ClientF-FB-Prospecting,10414.0,754,1905.4,14,7.24,2.53,136.1,9,ClientF,Other,2025-09-24
2025-11-01,ClientB,Google Ads,ClientB-Shopping-Products,18818.0,891,2013.7,25,7.58,1.41,50.34,11,ClientB,Other,2025-11-01
2025-08-21,ClientE,Google Ads,ClientE-Search-Brand,20350.0,478,763.15,18,2.35,1.6,42.4,8,ClientE,Search,2025-08-21
2025-05-27,ClientA,Google Ads,ClientA-YouTube-Awareness,1879.0,58,184.04,1,3.09,3.17,184.04,5,ClientA,Other,2025-05-27
2025-11-22,ClientB,Google Ads,ClientB-Shopping-Products,30416.0,725,3447.82,8,3.81,2.97,269.36,11,ClientB,Other,2025-11-22
2025-02-03,ClientI,Facebook Ads,ClientI-Messenger,26555.0,1003,4629.28,34,3.78,4.62,136.16,2,ClientI,Other,2025-02-03
2025-11-13,ClientF,Facebook Ads,ClientF-IG-Stories,69725.0,2142,8691.39,28,4.92,2.54,194.0,11,ClientF,Other,2025-11-13
2025-10-14,ClientJ,Facebook Ads,ClientJ-FB-Prospecting,37384.0,1301,1993.87,40,3.48,1.53,49.85,10,ClientJ,Other,2025-10-14
2025-01-15,ClientD,Facebook Ads,ClientD-FB-Remarketing,36540.0,390,843.31,9,1.07,2.16,93.7,1,ClientD,Other,2025-01-15
2025-05-21,ClientI,Google Ads,ClientI-Search-Nonbrand,24362.0,785,1067.49,35,3.22,1.36,30.5,5,ClientI,Search,2025-05-21
2025-01-18,ClientL,Google Ads,ClientL-YouTube-Awareness,29110.0,491,1616.9,5,1.69,3.29,323.38,1,ClientL,Other,2025-01-18
2025-03-09,ClientG,Google Ads,ClientG-Search-Nonbrand,25849.0,1629,7797.31,74,6.3,4.79,105.37,3,ClientG,Search,2025-03-09
2025-07-01,ClientH,Facebook Ads,ClientH-FB-Video,48433.0,3493,7573.7,75,7.21,2.17,100.98,7,ClientH,Other,2025-07-01
2025-06-03,ClientK,Google Ads,ClientK-Shopping-Products,30498.0,599,1949.87,17,1.96,3.26,114.7,6,ClientK,Other,2025-06-03
2025-01-23,ClientK,Google Ads,ClientK-YouTube-Awareness,14859.0,502,411.18,11,3.38,0.82,37.38,1,ClientK,Other,2025-01-23
2025-01-13,ClientG,Facebook Ads,ClientG-FB-Remarketing,19113.0,498,1674.01,22,2.61,3.36,76.09,1,ClientG,Other,2025-01-13
2025-05-05,ClientA,Facebook Ads,ClientA-FB-Prospecting,23322.0,1529,1569.07,46,6.56,1.03,34.11,5,ClientA,Other,2025-05-05
2025-05-20,ClientI,Facebook Ads,ClientI-FB-Remarketing,20493.0,1306,3737.67,38,6.37,2.86,98.36,5,ClientI,Other,2025-05-20
2025-07-27,ClientD,Google Ads,ClientD-Display-Prospecting,16930.0,778,3162.55,8,4.6,4.06,395.32,7,ClientD,Display,2025-07-27
2025-09-05,ClientA,Facebook Ads,ClientA-FB-Prospecting,3187.0,97,412.87,1,3.04,4.26,412.87,9,ClientA,Other,2025-09-05
2025-07-26,ClientA,Google Ads,ClientA-Search-Brand,14038.0,489,2400.54,24,3.48,4.91,100.02,7,ClientA,Search,2025-07-26
2024-12-02,ClientH,Facebook Ads,ClientH-Messenger,78600.0,2183,10301.31,70,4.44,2.95,91.98,12,ClientH,Other,2024-12-02
2025-02-19,ClientC,Google Ads,ClientC-Search-Nonbrand,30683.0,1580,3464.68,2,5.15,2.19,1732.34,2,ClientC,Search,2025-02-19
2025-10-01,ClientG,Google Ads,ClientG-Display-Prospecting,15910.0,1244,1437.41,49,7.82,1.16,29.33,10,ClientG,Display,2025-10-01
2025-11-23,ClientL,Google Ads,ClientL-Search-Nonbrand,40773.0,1544,6999.79,29,6.06,2.83,150.86,11,ClientL,Search,2025-11-23
2025-08-02,ClientD,Google Ads,ClientD-Display-Prospecting,42558.0,2584,10014.9,28,6.07,3.88,357.68,8,ClientD,Display,2025-08-02
2025-01-20,ClientG,Google Ads,ClientG-Shopping-Products,15057.0,587,2318.56,28,3.9,3.95,82.81,1,ClientG,Other,2025-01-20
2025-05-07,ClientH,Google Ads,ClientH-Search-Nonbrand,33515.0,1820,1468.71,19,5.43,0.81,77.3,5,ClientH,Search,2025-05-07
2025-07-11,ClientD,Google Ads,ClientD-Shopping-Products,43754.0,1341,1517.72,49,3.06,1.13,30.97,7,ClientD,Other,2025-07-11
2024-12-12,ClientJ,Google Ads,ClientJ-YouTube-Awareness,3370.0,45,247.02,0,2.14,3.43,0.0,12,ClientJ,Other,2024-12-12
2025-07-09,ClientK,Google Ads,ClientK-YouTube-Awareness,48849.0,1027,2062.17,39,2.1,2.01,52.88,7,ClientK,Other,2025-07-09
2025-01-27,ClientK,Facebook Ads,ClientK-IG-Stories,39631.0,3001,12980.21,83,7.57,4.33,156.39,1,ClientK,Other,2025-01-27
2025-03-29,ClientB,Google Ads,ClientB-Display-Prospecting,33637.0,2082,4086.77,50,6.19,1.96,81.74,3,ClientB,Display,2025-03-29
2025-08-31,ClientH,Facebook Ads,ClientH-IG-Stories,24746.0,1163,4484.99,45,4.7,3.86,99.67,8,ClientH,Other,2025-08-31
2025-01-12,ClientD,Facebook Ads,ClientD-FB-Video,36814.0,421,1440.94,7,1.14,3.42,205.85,1,ClientD,Other,2025-01-12
2025-09-17,ClientF,Google Ads,ClientF-Search-Brand,20481.0,1056,3260.92,3,5.16,3.09,1086.97,9,ClientF,Search,2025-09-17
2025-01-28,ClientC,Google Ads,ClientC-YouTube-Awareness,34836.0,2777,8878.34,21,7.97,3.2,422.78,1,ClientC,Other,2025-01-28
2025-02-21,ClientC,Facebook Ads,ClientC-FB-Video,9944.0,176,157.79,1,1.77,0.9,157.79,2,ClientC,Other,2025-02-21
2025-06-25,ClientL,Google Ads,ClientL-Display-Prospecting,19373.0,228,997.14,2,1.18,4.37,498.57,6,ClientL,Display,2025-06-25
2025-02-13,ClientJ,Facebook Ads,ClientJ-FB-Prospecting,28662.0,401,1306.43,11,1.4,3.26,118.77,2,ClientJ,Other,2025-02-13
2025-06-17,ClientB,Facebook Ads,ClientB-IG-Stories,19553.0,1480,4571.69,71,7.57,3.09,64.39,6,ClientB,Other,2025-06-17
2025-09-25,ClientJ,Google Ads,ClientJ-Search-Nonbrand,44866.0,1127,1384.37,5,2.51,1.23,276.87,9,ClientJ,Search,2025-09-25
2025-07-08,ClientJ,Google Ads,ClientJ-Search-Nonbrand,3915.0,253,872.05,6,6.46,3.45,145.34,7,ClientJ,Search,2025-07-08
2025-07-07,ClientJ,Facebook Ads,ClientJ-FB-Prospecting,22967.0,1360,2612.67,33,5.92,1.92,79.17,7,ClientJ,Other,2025-07-07
2024-11-30,ClientK,Google Ads,ClientK-Display-Prospecting,16557.0,370,1904.66,18,3.58,3.22,66.13,11,ClientK,Display,2024-11-30
2024-12-03,ClientF,Facebook Ads,ClientF-FB-Remarketing,2883.0,112,90.77,2,6.22,0.51,28.36,12,ClientF,Other,2024-12-03
2025-02-28,ClientH,Google Ads,ClientH-Search-Nonbrand,7688.0,556,1062.6,23,7.23,1.91,46.2,2,ClientH,Search,2025-02-28
2024-12-05,ClientA,Google Ads,ClientA-Search-Brand,1520.0,67,264.75,3,7.05,2.47,55.16,12,ClientA,Search,2024-12-05
2025-07-20,ClientD,Google Ads,ClientD-Display-Prospecting,40210.0,3189,7008.3,60,7.93,2.2,116.8,7,ClientD,Display,2025-07-20
2025-03-15,ClientB,Facebook Ads,ClientB-FB-Remarketing,36207.0,1478,5219.7,16,4.08,3.53,326.23,3,ClientB,Other,2025-03-15
2025-05-07,ClientK,Facebook Ads,ClientK-FB-Remarketing,12530.0,351,364.64,16,2.8,1.04,22.79,5,ClientK,Other,2025-05-07
2025-06-24,ClientH,Facebook Ads,ClientH-Messenger,30327.0,1877,9143.27,76,6.19,4.87,120.31,6,ClientH,Other,2025-06-24
2025-07-25,ClientB,Google Ads,ClientB-YouTube-Awareness,11001.0,148,460.01,4,1.35,3.11,115.0,7,ClientB,Other,2025-07-25
2025-10-24,ClientI,Google Ads,ClientI-Display-Prospecting,35621.0,410,2047.51,8,1.15,4.99,255.94,10,ClientI,Display,2025-10-24
2025-10-26,ClientI,Facebook Ads,ClientI-FB-Remarketing,38768.0,1245,1225.58,5,3.21,0.98,245.12,10,ClientI,Other,2025-10-26
